"Identifier","Akt","mTOR","Akt_0.7_0.6","mTOR_0.7_0.6","Akt_0.7_0.7","mTOR_0.7_0.7","Akt_0.7_0.8","mTOR_0.7_0.8","Akt_0.7_0.9","mTOR_0.7_0.9","Akt_0.7_1","mTOR_0.7_1","Akt_0.8_0.6","mTOR_0.8_0.6","Akt_0.8_0.7","mTOR_0.8_0.7","Akt_0.8_0.8","mTOR_0.8_0.8","Akt_0.8_0.9","mTOR_0.8_0.9","Akt_0.8_1","mTOR_0.8_1","Akt_0.9_0.6","mTOR_0.9_0.6","Akt_0.9_0.7","mTOR_0.9_0.7","Akt_0.9_0.8","mTOR_0.9_0.8","Akt_0.9_0.9","mTOR_0.9_0.9","Akt_0.9_1","mTOR_0.9_1","Akt_0.95_0.6","mTOR_0.95_0.6","Akt_0.95_0.7","mTOR_0.95_0.7","Akt_0.95_0.8","mTOR_0.95_0.8","Akt_0.95_0.9","mTOR_0.95_0.9","Akt_0.95_1","mTOR_0.95_1"
"MPP1;57;",NA,NA,0.141,0.509,0.049,0.822,0.093,0.601,0.214,0.839,0.009,0.485,0.106,0.494,0.171,0.589,0.219,0.478,0.175,0.824,0.118,0.9,0.132,0.699,0.463,0.67,0.082,0.724,0.081,0.862,0.025,0.469,0.265,0.466,0.085,0.725,0.103,0.717,0.123,0.948,0.18,0.583
"MPP7;409;",NA,NA,0,0.219,0,0.161,0,0.183,0,0.35,0.001,0.042,0.003,0.224,0.003,0.205,0,0.147,0.002,0.141,0.004,0.19,0.02,0.274,0.002,0.122,0.01,0.096,0.004,0.375,0.003,0.181,0.091,0.288,0.132,0.141,0.108,0.13,0.176,0.065,0.033,0.187
"MPP7;512;",NA,NA,0,0.128,0.001,0.127,0,0.097,0,0.105,0,0.235,0.023,0.069,0.008,0.094,0.001,0.047,0.029,0.053,0.019,0.037,0.014,0.107,0.006,0.061,0.019,0.062,0.005,0.205,0.005,0.037,0.009,0.183,0.019,0.238,0.005,0.183,0,0.054,0.012,0.11
"MRC2;1454;",NA,NA,0,0.153,0.004,0.117,0,0.081,0,0.032,0,0.222,0,0.165,0.003,0.124,0,0.196,0.023,0.156,0.001,0.024,0.02,0.089,0.011,0.087,0.014,0.102,0.013,0.066,0.002,0.11,0.098,0.168,0.127,0.047,0.112,0.116,0.177,0.068,0.035,0.108
"MRC2;1455;",NA,NA,0.003,0.198,0.015,0.155,0.018,0.079,0.013,0.088,0.017,0.184,0.017,0.149,0.012,0.232,0.008,0.214,0.044,0.137,0.007,0.052,0.012,0.112,0.018,0.125,0.007,0.349,0.003,0.081,0,0.135,0.015,0.238,0.011,0.219,0.012,0.097,0.007,0.108,0.003,0.128
"MRPL30;96;",NA,NA,0.106,0.414,0.057,0.525,0.011,0.285,0.301,0.33,0.017,0.317,0.113,0.284,0.031,0.239,0.046,0.445,0.04,0.21,0.017,0.499,0.03,0.195,0.019,0.117,0.029,0.56,0.24,0.088,0.035,0.238,0.205,0.388,0.011,0.269,0.075,0.142,0.025,0.515,0.032,0.172
"MRPL37;203;",NA,NA,0.399,0.278,0.351,0.129,0.792,0.057,0.004,0.046,0.371,0.029,0.356,0.117,0.133,0.085,0.565,0.212,0.193,0.067,0.511,0.079,0.544,0.059,0.329,0.054,0.571,0.091,0.397,0.032,0.723,0.123,0.122,0.099,0.412,0.093,0.549,0.028,0.759,0.198,0.331,0.123
"MRPL45;45;",NA,NA,0.019,0.214,0.016,0.057,0.018,0.101,0.02,0.046,0.013,0.241,0.031,0.053,0.015,0.038,0,0.092,0.061,0.135,0.007,0.105,0.028,0.136,0.008,0.088,0.011,0.157,0.034,0.047,0.01,0.102,0.112,0.284,0.138,0.11,0.113,0.117,0.182,0.2,0.045,0.151
"MRPP1;68;",NA,NA,0.001,0.166,0.006,0.145,0,0.129,0,0.151,0.002,0.256,0.002,0.084,0.002,0.108,0,0.039,0.007,0.08,0.001,0.015,0.015,0.115,0.004,0.164,0.01,0.171,0.001,0.368,0,0.201,0.012,0.177,0.011,0.186,0.011,0.192,0.001,0.196,0,0.318
"MRPP1;69;",NA,NA,0.002,0.25,0.007,0.09,0.001,0.097,0,0.132,0.013,0.083,0.009,0.051,0.008,0.017,0,0.043,0.015,0.035,0.001,0.015,0.009,0.264,0.007,0.138,0.016,0.298,0.006,0.055,0,0.187,0.017,0.113,0.019,0.188,0.012,0.178,0.006,0.176,0.02,0.195
"MRPP1;79;",NA,NA,0.002,0.236,0.005,0.117,0,0.184,0,0.081,0.01,0.173,0.005,0.09,0.01,0.039,0.001,0.034,0.014,0.105,0.001,0.007,0.007,0.041,0.015,0.038,0.015,0.212,0,0.024,0,0.038,0.001,0.092,0.01,0.18,0.003,0.147,0,0.029,0.001,0.061
"MRPS2;282;",NA,NA,0.006,0.493,0.001,0.707,0.001,0.767,0,0.825,0.012,0.758,0.006,0.6,0.005,0.544,0,0.271,0.01,0.393,0,0.368,0.016,0.295,0.009,0.488,0.017,0.337,0.002,0.872,0.001,0.497,0.002,0.397,0.028,0.474,0.002,0.614,0.004,0.119,0.001,0.368
"MRPS28;72;",NA,NA,0.011,0.328,0.054,0.152,0.01,0.132,0.278,0.088,0.01,0.247,0.074,0.048,0.02,0.033,0.041,0.018,0.007,0.099,0.014,0.008,0.018,0.051,0.011,0.016,0.044,0.307,0.205,0.022,0.021,0.049,0.158,0.034,0.014,0.062,0.052,0.032,0.02,0.012,0.022,0.029
"MRPS9;272;",NA,NA,0.449,0.209,0.372,0.066,0.797,0.06,0.008,0.027,0.372,0.012,0.36,0.1,0.134,0.107,0.573,0.081,0.319,0.065,0.532,0.038,0.551,0.098,0.341,0.04,0.527,0.058,0.463,0.05,0.73,0.084,0.142,0.159,0.535,0.082,0.477,0.033,0.762,0.073,0.351,0.059
"MRPS9;274;",NA,NA,0.252,0.136,0.465,0.132,0.806,0.221,0.022,0.248,0.302,0.11,0.33,0.099,0.187,0.113,0.56,0.112,0.124,0.07,0.544,0.085,0.547,0.2,0.327,0.087,0.563,0.069,0.278,0.383,0.731,0.089,0.102,0.144,0.319,0.09,0.486,0.089,0.746,0.079,0.388,0.207
"MSH6;137;",NA,NA,0.016,0.448,0.002,0.581,0,0.715,0,0.918,0.002,0.773,0.009,0.612,0.005,0.542,0,0.358,0.029,0.427,0.002,0.357,0.013,0.291,0.004,0.535,0.011,0.586,0.004,0.848,0.003,0.649,0.023,0.451,0.007,0.602,0.008,0.737,0.029,0.321,0.014,0.493
"MSH6;14;",NA,NA,0.003,0.783,0,0.82,0.001,0.914,0,0.931,0.011,0.825,0.018,0.809,0.018,0.727,0,0.69,0.024,0.567,0.004,0.62,0.01,0.514,0.015,0.731,0.015,0.491,0.001,0.865,0.008,0.714,0.007,0.522,0.007,0.645,0.006,0.835,0.002,0.334,0.001,0.683
"MSH6;252;",NA,NA,0.027,0.292,0.046,0.18,0.076,0.273,0.016,0.175,0.022,0.331,0.054,0.084,0.066,0.072,0.008,0.134,0.062,0.116,0.066,0.13,0.018,0.112,0.01,0.058,0.064,0.049,0.014,0.039,0.019,0.038,0.03,0.104,0.043,0.155,0.119,0.108,0.015,0.081,0.057,0.103
"MSH6;254;",NA,NA,0.01,0.17,0.011,0.238,0,0.266,0.037,0.148,0.001,0.383,0.015,0.029,0.016,0.035,0,0.081,0.011,0.127,0.004,0.011,0.002,0.04,0.016,0.032,0.017,0.092,0.08,0.04,0.008,0.076,0.039,0.105,0.015,0.047,0.004,0.034,0.016,0.063,0.01,0.12
"MSH6;256;",NA,NA,0,0.324,0.002,0.19,0,0.143,0,0.148,0,0.422,0.005,0.039,0.003,0.02,0,0.028,0.001,0.121,0,0.016,0,0.04,0.005,0.053,0.003,0.059,0.001,0.016,0.003,0.052,0.003,0.111,0,0.061,0.002,0.155,0.001,0.055,0.001,0.065
"MSH6;261;",NA,NA,0.001,0.227,0.001,0.089,0,0.086,0,0.064,0.004,0.084,0.001,0.076,0.004,0.043,0,0.036,0,0.131,0.001,0.018,0.002,0.126,0.003,0.029,0.011,0.345,0.001,0.037,0,0.059,0.077,0.059,0.068,0.152,0.042,0.111,0.112,0.12,0.015,0.069
"MSH6;63;",NA,NA,0.008,0.546,0,0.704,0.002,0.827,0,0.87,0.013,0.813,0.008,0.586,0.002,0.62,0,0.502,0.007,0.394,0,0.41,0.002,0.303,0.001,0.642,0.007,0.453,0.001,0.636,0,0.667,0.013,0.327,0.01,0.492,0.006,0.547,0.002,0.145,0,0.541
"MSI2;6;",NA,NA,0.015,0.133,0.002,0.534,0,0.421,0,0.753,0.002,0.734,0.021,0.558,0.01,0.497,0,0.219,0.029,0.125,0.004,0.194,0.022,0.276,0.008,0.249,0.014,0.351,0.004,0.678,0.011,0.377,0.019,0.355,0.016,0.49,0.004,0.365,0.002,0.167,0.009,0.311
"MSK;577;",NA,NA,0.446,0.134,0.372,0.038,0.797,0.035,0.007,0.015,0.371,0.036,0.315,0.05,0.139,0.012,0.573,0.048,0.309,0.04,0.479,0.012,0.549,0.068,0.324,0.079,0.521,0.063,0.455,0.102,0.674,0.061,0.144,0.226,0.519,0.107,0.459,0.094,0.761,0.147,0.35,0.12
"MSK1;375;",NA,NA,0.19,0.559,0.121,0.479,0.145,0.311,0.218,0.511,0.016,0.355,0.191,0.296,0.272,0.393,0.222,0.548,0.251,0.468,0.143,0.607,0.169,0.492,0.48,0.378,0.107,0.63,0.09,0.061,0.025,0.407,0.164,0.319,0.062,0.352,0.04,0.322,0.01,0.826,0.165,0.386
"MSK1;380;",NA,NA,0.164,0.44,0.112,0.555,0.144,0.272,0.219,0.415,0.015,0.36,0.19,0.381,0.262,0.416,0.222,0.595,0.218,0.599,0.138,0.619,0.155,0.519,0.476,0.327,0.093,0.732,0.091,0.128,0.022,0.428,0.176,0.295,0.06,0.345,0.036,0.24,0.008,0.86,0.16,0.43
"MSK1;814;",NA,NA,0.521,0.38,0.415,0.714,0.217,0.535,0.975,0.546,0.184,0.591,0.58,0.691,0.609,0.568,0.428,0.431,0.54,0.582,0.385,0.643,0.458,0.615,0.595,0.672,0.25,0.586,0.508,0.373,0.201,0.654,0.638,0.731,0.349,0.546,0.164,0.331,0.059,0.817,0.575,0.518
"MSK2;343;",NA,NA,0.185,0.24,0.153,0.388,0.146,0.509,0.232,0.313,0.029,0.433,0.196,0.282,0.359,0.462,0.223,0.462,0.237,0.564,0.149,0.443,0.144,0.493,0.491,0.274,0.071,0.572,0.097,0.197,0.027,0.259,0.193,0.294,0.035,0.434,0.02,0.308,0.013,0.788,0.161,0.362
"MSK2;347;",NA,NA,0.145,0.832,0.115,0.886,0.142,0.884,0.235,0.861,0.013,0.705,0.179,0.744,0.247,0.816,0.219,0.593,0.156,0.851,0.132,0.925,0.133,0.759,0.475,0.799,0.055,0.687,0.087,0.594,0.027,0.489,0.251,0.525,0.134,0.609,0.117,0.827,0.181,0.808,0.176,0.798
"MSK2;682;",NA,NA,0.134,0.896,0.028,0.921,0.01,0.908,0.086,0.781,0.016,0.796,0.071,0.782,0.071,0.752,0.045,0.767,0.078,0.728,0.005,0.835,0.029,0.681,0.067,0.592,0.002,0.759,0.027,0.599,0.008,0.734,0.015,0.465,0.023,0.658,0.025,0.566,0.009,0.885,0.03,0.733
"MSK2;687;",NA,NA,0.119,0.519,0.045,0.367,0.097,0.401,0.205,0.322,0.008,0.319,0.107,0.512,0.174,0.594,0.201,0.559,0.177,0.493,0.108,0.613,0.119,0.513,0.443,0.178,0.066,0.578,0.074,0.466,0.022,0.424,0.164,0.269,0.02,0.483,0.037,0.209,0.015,0.884,0.154,0.475
"MSK2;745;",NA,NA,0.019,0.257,0.003,0.033,0,0.124,0,0.061,0.01,0.233,0.014,0.157,0.008,0.214,0,0.144,0.034,0.112,0.001,0.054,0.011,0.087,0.007,0.121,0.009,0.203,0.008,0.039,0.005,0.224,0.005,0.29,0.004,0.139,0.005,0.158,0.009,0.154,0.003,0.185
"MSN;576;",NA,NA,0,0.241,0.007,0.124,0,0.147,0,0.055,0.001,0.307,0.001,0.027,0.001,0.016,0,0.014,0.007,0.064,0,0.01,0.044,0.046,0.032,0.03,0.031,0.026,0.015,0.028,0.006,0.027,0.018,0.086,0.031,0.131,0.009,0.079,0.003,0.264,0.019,0.082
"MSN;74;",NA,NA,0.019,0.471,0.006,0.139,0,0.145,0.014,0.106,0.012,0.281,0.016,0.159,0.004,0.155,0,0.319,0.007,0.127,0.001,0.12,0.015,0.073,0.005,0.031,0.01,0.329,0.026,0.023,0.008,0.174,0.023,0.224,0.001,0.116,0.001,0.078,0.002,0.178,0.003,0.097
"MSP23;181;",NA,NA,0,0.196,0.006,0.054,0,0.032,0,0.024,0.003,0.09,0.018,0.116,0.011,0.124,0,0.16,0.04,0.083,0.004,0.066,0.006,0.203,0.004,0.09,0.011,0.087,0,0.049,0.008,0.155,0.016,0.136,0.007,0.099,0.004,0.131,0.003,0.045,0.001,0.077
"MSP23;183;",NA,NA,0,0.175,0.001,0.082,0,0.028,0,0.124,0,0.017,0.003,0.093,0.002,0.098,0,0.036,0.002,0.021,0,0.021,0.019,0.224,0.006,0.087,0.006,0.138,0.003,0.375,0,0.078,0.014,0.189,0.021,0.213,0.001,0.226,0.001,0.069,0,0.181
"MSRB3;177;",NA,NA,0,0.398,0.004,0.409,0,0.532,0,0.876,0,0.491,0.001,0.2,0,0.433,0,0.065,0.002,0.306,0,0.312,0.001,0.17,0,0.308,0.008,0.311,0.007,0.751,0.001,0.226,0.073,0.175,0.065,0.433,0.038,0.274,0.085,0.086,0.014,0.184
"MSSK1;424;",NA,NA,0.001,0.147,0.001,0.096,0.001,0.062,0,0.133,0.008,0.103,0.001,0.08,0.001,0.094,0,0.032,0,0.056,0,0.025,0.006,0.123,0.004,0.048,0.002,0.035,0.001,0.162,0,0.04,0,0.147,0.002,0.146,0,0.054,0,0.026,0,0.076
"MST1;320;",NA,NA,0.001,0.277,0.002,0.119,0,0.21,0,0.363,0.012,0.063,0.004,0.109,0.007,0.082,0,0.048,0.01,0.066,0,0.178,0.004,0.216,0.003,0.05,0.002,0.124,0,0.017,0.001,0.074,0.019,0.05,0.008,0.096,0.01,0.075,0.026,0.115,0.008,0.056
"MSY1;163;",NA,NA,0,0.154,0.001,0.082,0,0.07,0,0.151,0,0.127,0.013,0.071,0.017,0.026,0,0.062,0.027,0.059,0.004,0.042,0.013,0.126,0.01,0.086,0.012,0.312,0.001,0.149,0.009,0.033,0.003,0.084,0.007,0.097,0.004,0.114,0.017,0.072,0.001,0.103
"MSY1;165;",NA,NA,0.003,0.102,0.001,0.091,0,0.026,0,0.077,0,0.102,0.005,0.06,0.009,0.038,0,0.041,0,0.033,0.001,0.02,0.004,0.154,0.002,0.073,0.006,0.249,0.004,0.117,0,0.048,0.087,0.041,0.107,0.088,0.08,0.109,0.147,0.033,0.016,0.069
"MSY1;172;",NA,NA,0,0.082,0.003,0.071,0,0.072,0,0.021,0.001,0.171,0.01,0.054,0.009,0.012,0,0.052,0.026,0.038,0.004,0.033,0.011,0.111,0.01,0.045,0.009,0.047,0,0.111,0.008,0.007,0.021,0.088,0.01,0.097,0.008,0.153,0.026,0.059,0.009,0.048
"MSY1;174;",NA,NA,0,0.088,0.001,0.012,0,0.075,0,0.03,0.001,0.076,0.001,0.066,0.003,0.023,0,0.065,0.011,0.026,0,0.01,0.005,0.085,0.006,0.051,0.005,0.041,0,0.099,0,0.034,0.004,0.07,0.003,0.133,0.002,0.168,0.002,0.062,0,0.037
"MTA1;465;",NA,NA,0.008,0.13,0.006,0.165,0.001,0.223,0,0.137,0.009,0.232,0.015,0.077,0.011,0.096,0,0.154,0.033,0.1,0.004,0.042,0.007,0.225,0.007,0.076,0.008,0.281,0.001,0.127,0.008,0.073,0.018,0.163,0.012,0.493,0.001,0.224,0.002,0.157,0,0.181
"MTA1L1;54;",NA,NA,0.026,0.171,0.044,0.173,0.015,0.246,0.019,0.233,0.009,0.274,0.026,0.119,0.016,0.254,0.004,0.179,0.032,0.113,0.024,0.135,0.012,0.275,0.016,0.109,0.012,0.155,0.009,0.116,0.007,0.098,0.027,0.129,0.037,0.199,0.011,0.105,0.006,0.17,0.023,0.167
"MTA3;370;",NA,NA,0.004,0.741,0.004,0.69,0.001,0.782,0,0.87,0.007,0.455,0.033,0.697,0.006,0.694,0.005,0.567,0.012,0.429,0.01,0.716,0.01,0.385,0.006,0.598,0.006,0.522,0,0.698,0.003,0.662,0.041,0.328,0.049,0.516,0.045,0.749,0.036,0.359,0.018,0.62
"MTA3;372;",NA,NA,0,0.192,0.005,0.12,0,0.086,0,0.08,0.001,0.188,0.002,0.058,0.003,0.084,0,0.035,0.008,0.139,0,0.008,0.011,0.151,0.003,0.062,0.006,0.265,0.004,0.351,0.002,0.061,0.024,0.109,0.021,0.188,0.013,0.219,0.004,0.05,0.019,0.13
"MTA3;459;",NA,NA,0,0.1,0.006,0.006,0,0.03,0,0.019,0.003,0.047,0.015,0.041,0.005,0.005,0,0.027,0.02,0.016,0,0.002,0.009,0.067,0.002,0.041,0.011,0.028,0,0.021,0,0.036,0.003,0.071,0.003,0.182,0.005,0.112,0,0.035,0,0.082
"MTA3;461;",NA,NA,0.014,0.234,0.004,0.447,0,0.471,0,0.879,0.002,0.628,0.009,0.313,0.002,0.467,0,0.248,0.008,0.298,0,0.294,0.036,0.296,0.002,0.324,0.02,0.434,0.012,0.763,0.003,0.323,0.01,0.465,0.017,0.463,0.001,0.583,0,0.178,0.003,0.395
"MTAP1B;1293;",NA,NA,0.408,0.442,0.124,0.55,0.051,0.398,0.752,0.233,0.098,0.38,0.463,0.204,0.099,0.235,0.225,0.324,0.227,0.301,0.154,0.418,0.268,0.36,0.061,0.204,0.1,0.276,0.316,0.082,0.132,0.198,0.487,0.38,0.136,0.218,0.148,0.235,0.027,0.728,0.412,0.16
"MTAP1B;1422;",NA,NA,0.756,0.339,0.911,0.481,0.983,0.448,0.975,0.264,0.776,0.458,0.951,0.206,0.844,0.194,0.941,0.233,0.598,0.402,0.959,0.517,0.943,0.565,0.861,0.323,0.869,0.36,0.787,0.123,0.959,0.246,0.778,0.319,0.606,0.381,0.714,0.309,0.759,0.793,0.922,0.165
"MTCH1;381;",NA,NA,0.084,0.043,0.303,0.045,0.807,0.019,0.015,0.17,0.295,0.023,0.341,0.043,0.141,0.009,0.422,0.03,0.153,0.023,0.478,0.004,0.5,0.055,0.117,0.055,0.533,0.044,0.262,0.098,0.602,0.056,0.084,0.109,0.195,0.095,0.496,0.065,0.588,0.259,0.385,0.098
"MTCH2;283;",NA,NA,0.004,0.127,0.003,0.079,0.005,0.031,0.001,0.036,0.008,0.03,0.015,0.033,0.011,0.014,0,0.044,0.026,0.052,0.004,0.043,0.007,0.066,0.007,0.028,0.013,0.037,0.002,0.032,0.009,0.054,0.006,0.132,0.013,0.212,0.01,0.108,0.004,0.066,0.001,0.088
"MTF1;5;",NA,NA,0,0.567,0,0.657,0,0.793,0,0.936,0.001,0.69,0.01,0.459,0.003,0.698,0,0.556,0.007,0.427,0.001,0.523,0.001,0.241,0,0.655,0.011,0.521,0.002,0.699,0,0.635,0.02,0.591,0.007,0.509,0.004,0.388,0.001,0.133,0.006,0.359
"MTM1;13;",NA,NA,0.006,0.291,0.003,0.081,0.002,0.191,0.001,0.308,0.002,0.168,0.011,0.185,0.009,0.132,0,0.102,0.037,0.14,0.001,0.113,0.012,0.319,0,0.114,0,0.386,0.006,0.075,0,0.086,0.021,0.165,0.014,0.173,0.005,0.166,0.018,0.165,0.013,0.125
"MTM1;18;",NA,NA,0,0.082,0,0.083,0,0.028,0,0.104,0,0.02,0,0.031,0.002,0.003,0,0.013,0,0.015,0,0.012,0,0.119,0.005,0.079,0.002,0.078,0,0.034,0,0.007,0.005,0.052,0.009,0.124,0.003,0.163,0,0.05,0.001,0.026
"MTMR1;47;",NA,NA,0.007,0.129,0.003,0.015,0.028,0.01,0.002,0.017,0.007,0.113,0.021,0.113,0.052,0.248,0.003,0.131,0.05,0.12,0.02,0.12,0.008,0.054,0.019,0.095,0.032,0.116,0.009,0.059,0.005,0.114,0.016,0.107,0.019,0.191,0.007,0.111,0.011,0.143,0.039,0.077
"MTMR1;53;",NA,NA,0.186,0.868,0.142,0.83,0.141,0.918,0.227,0.912,0.013,0.804,0.2,0.856,0.294,0.89,0.223,0.756,0.195,0.89,0.146,0.958,0.149,0.889,0.48,0.802,0.066,0.883,0.083,0.908,0.034,0.807,0.192,0.519,0.064,0.758,0.022,0.835,0.028,0.965,0.158,0.857
"MTMR10;603;",NA,NA,0.433,0.067,0.398,0.026,0.806,0.04,0.009,0.011,0.385,0.015,0.35,0.075,0.132,0.033,0.574,0.165,0.325,0.067,0.511,0.016,0.54,0.152,0.347,0.269,0.527,0.088,0.452,0.119,0.655,0.101,0.182,0.171,0.535,0.251,0.487,0.21,0.766,0.049,0.354,0.1
"MTMR13;73;",NA,NA,0,0.25,0.001,0.162,0.001,0.106,0,0.155,0.003,0.123,0.006,0.171,0.004,0.17,0,0.24,0.006,0.133,0,0.113,0.005,0.137,0,0.084,0.003,0.142,0.001,0.166,0,0.092,0.002,0.207,0.003,0.193,0.004,0.056,0,0.35,0.002,0.164
"MTMR14;483;",NA,NA,0.043,0.671,0.042,0.689,0.015,0.755,0.019,0.953,0.009,0.885,0.025,0.85,0.005,0.823,0.004,0.836,0.013,0.771,0.023,0.801,0.018,0.593,0.006,0.905,0.012,0.675,0.012,0.955,0.011,0.914,0.027,0.882,0.028,0.801,0.007,0.921,0.001,0.445,0.024,0.708
"MTMR14;512;",NA,NA,0.149,0.464,0.147,0.474,0.157,0.168,0.262,0.448,0.015,0.323,0.187,0.804,0.337,0.753,0.222,0.572,0.24,0.505,0.155,0.69,0.174,0.715,0.497,0.796,0.075,0.668,0.085,0.636,0.023,0.822,0.173,0.772,0.065,0.589,0.018,0.563,0.014,0.911,0.172,0.685
"MTMR14;528;",NA,NA,0.558,0.74,0.369,0.8,0.198,0.956,0.951,0.333,0.13,0.797,0.604,0.839,0.422,0.924,0.429,0.876,0.478,0.941,0.365,0.792,0.428,0.75,0.57,0.764,0.214,0.801,0.477,0.769,0.161,0.876,0.653,0.763,0.357,0.645,0.167,0.516,0.055,0.887,0.559,0.649
"MTMR2;126;",NA,NA,0.013,0.496,0.043,0.678,0.008,0.848,0.289,0.833,0.014,0.842,0.078,0.345,0.036,0.509,0.041,0.236,0.032,0.347,0.017,0.337,0.019,0.224,0.02,0.447,0.039,0.506,0.233,0.839,0.031,0.359,0.175,0.331,0.011,0.419,0.054,0.526,0.025,0.143,0.023,0.207
"MTMR2;72;",NA,NA,0,0.106,0.003,0.129,0,0.062,0,0.113,0.002,0.099,0.005,0.058,0.003,0.089,0,0.046,0.009,0.052,0.001,0.015,0.011,0.105,0.002,0.055,0.01,0.023,0,0.351,0.001,0.04,0.003,0.15,0.012,0.096,0.003,0.056,0,0.036,0.003,0.148
"MTMR2;73;",NA,NA,0.003,0.276,0.008,0.157,0.001,0.166,0,0.152,0.012,0.206,0.011,0.052,0.011,0.033,0.001,0.037,0.01,0.068,0.002,0.014,0.008,0.059,0.013,0.038,0.016,0.045,0.001,0.011,0,0.027,0.013,0.072,0.003,0.186,0.003,0.117,0.001,0.104,0.002,0.126
"MTMR2;74;",NA,NA,0.004,0.141,0.002,0.032,0.001,0.07,0,0.215,0.014,0.144,0.009,0.079,0.005,0.018,0,0.033,0.017,0.035,0,0.011,0.005,0.066,0.001,0.039,0.006,0.012,0.003,0.036,0,0.03,0.06,0.061,0.06,0.082,0.041,0.066,0.077,0.076,0.014,0.057
"MTMR2;77;",NA,NA,0,0.18,0,0.124,0,0.048,0,0.145,0,0.328,0.006,0.046,0.008,0.026,0.001,0.022,0.001,0.039,0.002,0.013,0.008,0.024,0.007,0.027,0.016,0.265,0.002,0.016,0,0.012,0.087,0.008,0.088,0.086,0.076,0.015,0.112,0.049,0.02,0.023
"MTMR2;89;",NA,NA,0.147,0.285,0.09,0.344,0.045,0.105,0.109,0.333,0.017,0.124,0.057,0.239,0.316,0.202,0.062,0.228,0.122,0.189,0.072,0.406,0.06,0.455,0.234,0.216,0.034,0.203,0.068,0.056,0.017,0.129,0.016,0.157,0.027,0.265,0.024,0.161,0.014,0.789,0.09,0.262
"MTMR2;92;",NA,NA,0.068,0.188,0.001,0.408,0.002,0.123,0.005,0.168,0,0.092,0.017,0.178,0.012,0.132,0.005,0.237,0.004,0.127,0.001,0.391,0.001,0.276,0.018,0.158,0.004,0.107,0.002,0.046,0.001,0.167,0.005,0.184,0.005,0.143,0.017,0.153,0,0.529,0.003,0.148
"MTMR3;611;",NA,NA,0.001,0.211,0,0.209,0,0.084,0,0.184,0.006,0.059,0,0.423,0.003,0.254,0,0.27,0,0.214,0,0.32,0.003,0.185,0,0.547,0.002,0.257,0.001,0.144,0.001,0.47,0.004,0.593,0.002,0.252,0.004,0.188,0.02,0.188,0,0.316
"MTMR3;613;",NA,NA,0.002,0.129,0.001,0.032,0,0.09,0,0.234,0,0.125,0.014,0.07,0.02,0.022,0.001,0.109,0.028,0.085,0.004,0.04,0.013,0.078,0.015,0.084,0.015,0.059,0.001,0.064,0.009,0.034,0.004,0.209,0.005,0.203,0.001,0.07,0.002,0.051,0.001,0.082
"MTMR3;633;",NA,NA,0.032,0.214,0.04,0.029,0.716,0.166,0.002,0.328,0.103,0.045,0.114,0.11,0.125,0.082,0.155,0.06,0.05,0.042,0.169,0.091,0.066,0.191,0.032,0.065,0.508,0.026,0.187,0.038,0.072,0.09,0.017,0.121,0.025,0.062,0.195,0.091,0.096,0.028,0.336,0.135
"MTMR4;608;",NA,NA,0.001,0.096,0.001,0.136,0.001,0.047,0,0.07,0.008,0.084,0,0.046,0.002,0.009,0,0.028,0,0.042,0,0.004,0.007,0.069,0,0.037,0.002,0.02,0.001,0.039,0,0.038,0.001,0.075,0.001,0.055,0.001,0.018,0,0.018,0,0.062
"MTMR4;610;",NA,NA,0,0.156,0.003,0.025,0,0.135,0,0.1,0.001,0.076,0.015,0.049,0.016,0.02,0.001,0.08,0.038,0.091,0.004,0.036,0.016,0.053,0.015,0.035,0.021,0.059,0.001,0.041,0.009,0.013,0.005,0.123,0.015,0.088,0.001,0.048,0.004,0.039,0,0.051
"MTMR4;629;",NA,NA,0.041,0.213,0.1,0.188,0.022,0.204,0.295,0.219,0.027,0.317,0.099,0.096,0.073,0.055,0.046,0.123,0.05,0.104,0.034,0.159,0.031,0.082,0.031,0.14,0.078,0.073,0.232,0.123,0.041,0.074,0.289,0.157,0.095,0.134,0.129,0.17,0.133,0.142,0.051,0.178
"MTMR6;557;",NA,NA,0.183,0.962,0.123,0.945,0.144,0.988,0.211,0.946,0.013,0.734,0.188,0.93,0.303,0.955,0.223,0.891,0.293,0.953,0.14,0.986,0.164,0.706,0.487,0.716,0.104,0.762,0.09,0.784,0.024,0.813,0.178,0.544,0.065,0.706,0.043,0.551,0.017,0.895,0.162,0.728
"MTSS1L;257;",NA,NA,0.014,0.26,0.047,0.522,0.009,0.848,0.278,0.711,0.013,0.847,0.068,0.69,0.037,0.643,0.041,0.441,0.035,0.436,0.014,0.371,0.014,0.46,0.027,0.588,0.04,0.576,0.195,0.787,0.017,0.57,0.218,0.591,0.073,0.662,0.097,0.801,0.13,0.476,0.036,0.634
"MTSS1L;261;",NA,NA,0.09,0.75,0.006,0.965,0.009,0.745,0.024,0.807,0.01,0.744,0.062,0.551,0.008,0.729,0.016,0.654,0.021,0.65,0.004,0.729,0.016,0.538,0.026,0.408,0.001,0.648,0.01,0.736,0.002,0.452,0.008,0.443,0.016,0.574,0.02,0.301,0.002,0.676,0.006,0.438
